"twitter","id_str","screen_name","twitter_name","description","followers_count","statuses_count","friends_count","created_at","location","id","bioid","name","gender","type","party","facebook","youtube"
"reppeterdefazio","252249233","RepPeterDeFazio","Rep Peter DeFazio","Representing the 4th Congressional District in Oregon",12101,879,747,"Mon Feb 14 20:20:20 +0000 2011","","00279","D000191","Peter A. DeFazio","M","Congress","Democrat","RepPeterDeFazio","PeterDeFazio"
"reppittenger","950328072","reppittenger","Rep Robert Pittenger","Official Twitter of U.S. Congressman Robert Pittenger, proudly serving North Carolina's 9th District.",5867,5860,1193,"Thu Nov 15 19:31:22 +0000 2012","","02141","P000606","Robert Pittenger","M","Congress","Republican","congressmanpittenger","CongressmanPittenger"
"reppoliquin","2932617195","RepPoliquin","Rep. Bruce Poliquin","Proudly Serving Maine's Second Congressional District",2525,910,344,"Fri Dec 19 21:32:47 +0000 2014","","02247","P000611","Bruce Poliquin","M","Congress","Republican","RepPoliquin",NA
"repratcliffe","2847221717","RepRatcliffe","John Ratcliffe","@HouseHomeland Cybersecurity Subcommittee Chairman & former federal prosecutor on @HouseJudiciary proudly representing Texas' 4th District. RTs ≠ endorsements",2834,985,417,"Mon Oct 27 20:20:35 +0000 2014","Heath, TX","02268","R000601","John Ratcliffe","M","Congress","Republican","RepRatcliffe",NA
"repraulgrijalva","28602948","RepRaulGrijalva","Raul M. Grijalva","",18327,2182,274,"Fri Apr 03 16:55:32 +0000 2009","Washington, D.C.","01708","G000551","Raúl M. Grijalva","M","Congress","Democrat","Rep.Grijalva","raulgrijalvaaz07"
"repreneeellmers","213634439","RepReneeEllmers","Rep. Renee Ellmers","I am honored to serve the Second District of North Carolina in the United States Congress. Follow my work in Washington and #NC02.",17084,6785,6496,"Tue Nov 09 12:15:55 +0000 2010","NC's Second District","02036","E000291","Renee L. Ellmers","F","Congress","Republican","reneeellmers","repreneeellmers"
"repribble","234053893","RepRibble","Reid Ribble","Proudly serving as the Representative for Wisconsin's 8th Congressional District.",9448,2135,1817,"Tue Jan 04 18:55:59 +0000 2011","Appleton, WI","02073","R000587","Reid J. Ribble","M","Congress","Republican","CongressmanReidRibble","RepRibble"
"reprichardhanna","236899846","RepRichardHanna","Rep. Richard Hanna","A self-made businessman, husband and father committed to representing the people of New York's 22nd Congressional District.",9979,3228,539,"Tue Jan 11 16:34:58 +0000 2011","","02044","H001051","Richard L. Hanna","M","Congress","Republican","reprichardhanna","reprichardhanna"
"reprichardneal","442824717","RepRichardNeal","Rep. Richard Neal","Serving the First Congressional District of Massachusetts in the United States House of Representatives, with 87 cities and towns in western & central MA",6011,718,29,"Wed Dec 21 14:18:30 +0000 2011","","00854","N000015","Richard E. Neal","M","Congress","Democrat","325642654132598","RepRichardENeal"
"reprichhudson","935033864","RepRichHudson","Richard Hudson","Official Twitter account for Congressman Richard Hudson -- proudly representing the 8th Congressional District of North Carolina.",7318,4003,1612,"Thu Nov 08 17:41:00 +0000 2012","Concord, NC","02140","H001067","Richard Hudson","M","Congress","Republican","RepRichHudson","RepRichHudson"
"reprichmond","267854863","RepRichmond","Rep Cedric Richmond","Representing the 2nd Congressional District of Louisiana and the Who Dat Nation.",10049,1830,838,"Thu Mar 17 17:30:45 +0000 2011","","02023","R000588","Cedric L. Richmond","M","Congress","Democrat","RepRichmond",NA
"reprichnugent","236479311","RepRichNugent","Rich Nugent","Proudly Representing Florida's 11th Congressional District",3328,68,189,"Mon Jan 10 17:48:59 +0000 2011","FL-11 and Washington DC","02001","N000185","Richard B. Nugent","M","Congress","Republican","RepRichNugent","RepRichNugent"
"reprickallen","2964287128","RepRickAllen","Rick W. Allen","Proudly representing Georgia's 12th Congressional District",2361,474,93,"Tue Jan 06 14:45:18 +0000 2015","Augusta, GA and Washington, DC","02239","A000372","Rick W. Allen","M","Congress","Republican","CongressmanRickAllen",NA
"reprickcrawford","233693291","RepRickCrawford","Rep Rick Crawford","Follow me on instagram: https://t.co/z0CXmmrsLM
Representing Arkansas's 1st District in the United States Congress.",10106,2995,1003,"Mon Jan 03 21:57:49 +0000 2011","Washington, DC","01989","C001087","Eric A. ""Rick"" Crawford","M","Congress","Republican","RepRickCrawford","RepRickCrawford"
"repricklarsen","404132211","RepRickLarsen","Rep. Rick Larsen","Born and raised in Arlington, Wash.
Ranking Member, Aviation Subcommittee",7294,4334,4533,"Thu Nov 03 13:59:42 +0000 2011","Washington's 2nd District","01675","L000560","Rick Larsen","M","Congress","Democrat","RepRickLarsen","congressmanlarsen"
"reprobbishop","148006729","RepRobBishop","Rob Bishop","",1989,0,94,"Tue May 25 16:02:26 +0000 2010","Brigham City or D.C.","01753","B001250","Rob Bishop","M","Congress","Republican","RepRobBishop","CongressmanBishop"
"reproberthurt","234837632","RepRobertHurt","Rep. Robert Hurt","Honored to represent Virginia's Fifth District in Congress. http://t.co/jbrBps97xV",11706,2576,672,"Thu Jan 06 18:01:58 +0000 2011","","02069","H001060","Robert Hurt","M","Congress","Republican","RepRobertHurt","RepRobertHurt"
"reprobinkelly","1339931490","RepRobinKelly","Robin Kelly","Official Twitter account for Robin Kelly, U.S. Representative for IL's 2nd District and chairwoman of the Congressional Black Caucus Health Braintrust.",5123,1382,421,"Tue Apr 09 19:02:01 +0000 2013","","02190","K000385","Robin L. Kelly","F","Congress","Democrat","reprobinkelly",NA
"reprobwoodall","2382685057","RepRobWoodall","Rob Woodall","U.S. Representative for the Seventh District of Georgia, and serving as Chairman of the Rules Subcommittee on Legislative & Budget Process.",2047,404,583,"Mon Mar 10 21:01:47 +0000 2014","Lawrenceville, GA; Wash., D.C.","02008","W000810","Rob Woodall","M","Congress","Republican","RepRobWoodall","RobWoodallGA07"
"reprodblum","2965083477","RepRodBlum","Congressman Rod Blum","Official Account Of Iowa's 1st District Congressman Rod Blum. Member of @GOPoversight & the House Budget Committee #IA01",3820,1055,1705,"Tue Jan 06 22:59:49 +0000 2015","Northeast Iowa","02241","B001294","Rod Blum","M","Congress","Republican","congressmanrodblum",NA
"repronkind","112740986","RepRonKind","Rep. Ron Kind","Member of the U.S. House of Representatives from Wisconsin's Third Congressional District.",8236,963,559,"Tue Feb 09 15:14:02 +0000 2010","Washington, DC","01498","K000188","Ron Kind","M","Congress","Democrat","repronkind","RepRonKind"
"reproybalallard","479872233","RepRoybalAllard","Rep. Roybal-Allard","Congresswoman Lucille Roybal-Allard, proudly representing the 40th District of California. Follow me at http://t.co/KjVfmF9CaM & http://t.co/Urj0zPAr8d.",6812,2401,1679,"Tue Jan 31 21:30:43 +0000 2012","","00997","R000486","Lucille Roybal-Allard","F","Congress","Democrat","RepRoybalAllard","RepRoybalAllard"
"reprubengallego","2966570782","RepRubenGallego","Ruben Gallego","Proud representative of Arizona's 7th Congressional District",5136,1790,2285,"Wed Jan 07 19:31:08 +0000 2015","Phoenix, AZ","02226","G000574","Ruben Gallego","M","Congress","Democrat","RepRubenGallego",NA
"reprussell","2966758114","RepRussell","Rep. Steve Russell","Proudly serving the Fifth District of Oklahoma in Congress.",2301,288,506,"Wed Jan 07 21:24:35 +0000 2015","Fifth District of Oklahoma","02265","R000604","Steve Russell","M","Congress","Republican","reprussell",NA
"reprwilliams","1077446982","RepRWilliams","Rep. Roger Williams","I am honored to represent the 25th Congressional District of Texas. Member of @FinancialCmte.",3583,1747,592,"Thu Jan 10 19:21:22 +0000 2013","Central Texas","02165","W000816","Roger Williams","M","Congress","Republican","RepRogerWilliams",NA
"repryancostello","2953922782","RepRyanCostello","Rep. Ryan Costello","U.S. Rep. for #PA06 Congressional District including portions of Berks, Chester, Lebanon & Montgomery Counties. @Transport & @HouseVetAffairs Committees",2886,1093,497,"Wed Dec 31 22:38:23 +0000 2014","PA-06 ","02266","C001106","Ryan A. Costello","M","Congress","Republican","CongressmanRyanCostello",NA
"repryanzinke","2953494478","RepRyanZinke","Ryan Zinke","5th generation Montanan. Retired #NavySEAL Commander. Husband, father, grandfather. Played 4 #OregonDucks. Teddy Roosevelt fan. Congressman for Montana.",4714,1088,1015,"Wed Dec 31 17:32:01 +0000 2014","Montana","02254","Z000018","Ryan K. Zinke","M","Congress","Republican","CongressmanRyanZinke",NA
"repsamfarr","158398519","RepSamFarr","Congressman Sam Farr","Honored to serve CA's Central Coast in Congress. Returned @PeaceCorps Volunteer, amateur photographer & top Dem on House Agriculture Appropriations Subcommittee",12444,2721,1047,"Tue Jun 22 15:30:19 +0000 2010","","00368","F000030","Sam Farr","M","Congress","Democrat","RepSamFarr","CongressmanSamFarr"
"repsamgraves","29766367","RepSamGraves","Rep. Sam Graves","Proudly representing Missouri's Sixth Congressional District",10729,6834,771,"Wed Apr 08 17:20:43 +0000 2009","","01656","G000546","Sam Graves","M","Congress","Republican","118514606128",NA
"repsandylevin","25781141","repsandylevin","Sandy Levin","Congressman Sandy Levin representing Michigan’s 9th Congressional District. Ranking Member of the House Ways and Means Committee.",19894,1932,14259,"Sun Mar 22 04:32:56 +0000 2009","","00683","L000263","Sander M. Levin","M","Congress","Democrat","RepSandyLevin","mi12yes"
"repsanfordsc","1499993378","RepSanfordSC","Mark Sanford","Serving the #Lowcountry in #SC01. Find me on Facebook at https://t.co/9HU8VA7ySB",3424,888,551,"Tue Jun 11 01:55:44 +0000 2013","SC-01","01012","S000051","Mark Sanford","M","Congress","Republican","RepSanfordSC","RepSanfordSC"
"repschrader","20545793","RepSchrader","Rep. Kurt Schrader","Proudly representing Oregon's 5th Congressional District",11582,1737,753,"Tue Feb 10 21:04:21 +0000 2009","Oregon","01950","S001180","Kurt Schrader","M","Congress","Democrat","repschrader","repkurtschrader"
"repscottperry","18773159","RepScottPerry","RepScottPerry","Husband, Father of two young daughters, Small Businessman and Soldier. Congressman - 4th District (PA).",6691,2525,2656,"Thu Jan 08 18:29:58 +0000 2009","","02157","P000605","Scott Perry","M","Congress","Republican","Rep.ScottPerry","RepScottPerry"
"repscottpeters","1135486501","RepScottPeters","Rep. Scott Peters","Serving #CA52 / Armed Services & Judiciary Committees / @HouseNewDems / Innovation / Science / Environment & Climate / Military / Vets / Border / Urbanism",10282,4984,850,"Wed Jan 30 23:28:14 +0000 2013","San Diego, Poway, Coronado","02113","P000608","Scott H. Peters","M","Congress","Democrat","CongressmanScottPeters",NA
"repscottrigell","221793778","RepScottRigell","Rep. Scott Rigell","It is a privilege to serve and represent Virginia's
 2nd Congressional District.",13007,4580,2693,"Wed Dec 01 16:41:57 +0000 2010","Virginia Beach, VA","02068","R000589","E. Scott Rigell","M","Congress","Republican","RepScottRigell","RepScottRigell"
"repseanduffy","234022257","RepSeanDuffy","Sean Duffy","I am a devoted husband of one, proud father of eight, and the Representative for Wisconsin's Seventh District. Also at https://t.co/Y7pV5IPxzR.",18048,3041,2552,"Tue Jan 04 17:28:01 +0000 2011","","02072","D000614","Sean P. Duffy","M","Congress","Republican","RepSeanDuffy","RepSeanDuffy"
"repseanmaloney","1072467470","RepSeanMaloney","Sean Patrick Maloney","Proud to represent New York's 18th Congressional District",7189,2219,589,"Wed Jan 09 01:00:33 +0000 2013","Cold Spring, NY ","02150","M001185","Sean Patrick Maloney","M","Congress","Democrat","RepSeanMaloney",NA
"repshimkus","15600527","RepShimkus","John Shimkus","I represent the 15th Congressional District of Illinois and Chair the @HouseCommerce Environment & Economy Subcommittee.",16098,8586,1068,"Fri Jul 25 17:01:16 +0000 2008","Illinois, USA","01527","S000364","John Shimkus","M","Congress","Republican","repshimkus","repshimkus"
"repsinema","1080844782","RepSinema","Kyrsten Sinema","Official twitter feed of U.S. Congresswoman Kyrsten Sinema, serving Arizona's 9th District.",13347,7941,767,"Fri Jan 11 20:31:03 +0000 2013","","02099","S001191","Kyrsten Sinema","F","Congress","Democrat","CongresswomanSinema","repsinema"
"repsires","18696134","RepSires","Albio Sires","U.S. Representative for New Jersey's 8th Congressional District",10181,1594,244,"Tue Jan 06 21:22:37 +0000 2009","Washington, DC","01818","S001165","Albio Sires","M","Congress","Democrat","81058818750","RepSiresNJ13"
"repspeier","24913074","RepSpeier","Jackie Speier","Represents California's 14th Congressional District. House Armed Services Committee, House Permanent Select Committee on Intelligence. https://t.co/gGH33BRdP5",25603,2936,22320,"Tue Mar 17 17:02:38 +0000 2009","","01890","S001175","Jackie Speier","F","Congress","Democrat","JackieSpeier","jackiespeierca12"
"repstefanik","2962813893","RepStefanik","Rep. Elise Stefanik","Official Twitter Account for Congresswoman Elise Stefanik, proudly representing New York's 21st District.",5190,1490,233,"Mon Jan 05 22:17:51 +0000 2015","","02263","S001196","Elise M. Stefanik","F","Congress","Republican","RepEliseStefanik",NA
"repstephenlynch","310310133","RepStephenLynch","Rep. Stephen Lynch","The official Twitter account of Congressman Stephen F. Lynch. Proudly serving the 8th Congressional District of Massachusetts.",8240,2037,325,"Fri Jun 03 14:48:36 +0000 2011","Washington, D.C. / Boston, MA","01686","L000562","Stephen F. Lynch","M","Congress","Democrat","repstephenlynch","RepLynch"
"repstevechabot","237750442","RepSteveChabot","Steve Chabot","Husband, father, grandpa, teacher & attorney. Ohio's First District is home. Serving on @HouseSmallBiz, @HouseJudiciary, & @HouseForeign.",13067,2511,3055,"Thu Jan 13 15:03:08 +0000 2011","Cincinnati, Ohio","00186","C000266","Steve Chabot","M","Congress","Republican","RepSteveChabot","congressmanchabot"
"repsteveisrael","20002401","RepSteveIsrael","(((Steve Israel)))","Representing New York's 3rd Congressional District in the House of Representatives.",18172,3971,729,"Tue Feb 03 20:45:30 +0000 2009","Huntington, NY","01663","I000057","Steve Israel","M","Congress","Democrat","RepSteveIsrael","repsteveisrael"
"repstevepearce","235271965","RepStevePearce","Steve Pearce","I represent New Mexico's 2nd Congressional District.  I am fighting to create jobs in NM and voice New Mexicans' other concerns in Washington.",7906,3174,721,"Fri Jan 07 19:44:44 +0000 2011","Hobbs, NM","01738","P000588","Stevan Pearce","M","Congress","Republican","RepStevePearce","NMStevePearce"
"repstevestivers","211420609","RepSteveStivers","Steve Stivers","Proud to represent the citizens of Ohio's 15th Congressional District.",13064,2489,951,"Wed Nov 03 05:57:36 +0000 2010","","02047","S001187","Steve Stivers","M","Congress","Republican","116058275133542","RepSteveStivers"
"repstutzman","211901075","RepStutzman","Rep. Marlin Stutzman","",8150,1082,284,"Thu Nov 04 16:00:16 +0000 2010","#IN03 / Washington, DC","01981","S001188","Marlin A. Stutzman","M","Congress","Republican","CongressmanMarlinStutzman","repstutzman"
"repsusandavis","432771620","RepSusanDavis","Rep. Susan Davis","Proudly representing the 53rd Congressional District of California. Serves on Armed Services and Ed & Workforce Committees",6374,1198,88,"Fri Dec 09 19:22:25 +0000 2011","","01641","D000598","Susan A. Davis","F","Congress","Democrat","RepSusanDavis",NA
"repswalwell","942156122","RepSwalwell","Rep. Eric Swalwell","Rep East Bay in Congress & lead #FutureForum. Proud alum of @alamedacountyda @uofmaryland & @DHSGaels; uncle to Nolan & Carson. Insta/Snap: RepSwalwell",16457,6511,5186,"Sun Nov 11 20:26:01 +0000 2012","East Bay, CA & DC (CA-15)","02104","S001193","Eric Swalwell","M","Congress","Democrat","CongressmanEricSwalwell","ericswalwell"
"repteddeutch","137794015","RepTedDeutch","Rep. Ted Deutch","Husband, Dad, Vegan, Congressman from South FL on Judiciary & Foreign Affairs Committees.
https://t.co/7SnRwuX7mG
https://t.co/AXhWknjwMx",14511,3036,1600,"Tue Apr 27 19:51:54 +0000 2010","Boca Raton, FL","01976","D000610","Theodore E. Deutch","M","Congress","Democrat","CongressmanTedDeutch","congressmanteddeutch"
